fdc_id,data_type,description,food_category_id,publication_date
327810,market_acquisition,"Romaine Lettuce, Pass 2, Region 2, NFY0105YE",11,01/04/2019
327811,market_acquisition,"Romaine Lettuce, Pass 2, Region 2, NFY0105YF",11,01/04/2019
327812,sub_sample_food,"Romaine Lettuce, Pass 2, Freeze Dried, Region 2 - Carotenoids - NFY010GN8",11,01/04/2019
327813,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2, Freeze Dried, n/a, Yes, Selenium - NFY010GNB",11,01/04/2019
327814,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Pantothenic Acid - NFY0105GZ",11,01/04/2019
327815,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Vitamin B6 - NFY0105H0",11,01/04/2019
327816,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Folate - NFY0105H1",11,01/04/2019
327817,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Vitamin K - NFY0105H7",11,01/04/2019
327818,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Vitamin C - NFY0105GR",11,01/04/2019
327819,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Thiamin - NFY0105GS",11,01/04/2019
327820,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Riboflavin - NFY0105GT",11,01/04/2019
327821,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Niacin - NFY0105GU",11,01/04/2019
327822,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Proximates - NFY0105GK",11,01/04/2019
327823,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Minerals - NFY0105GM",11,01/04/2019
327824,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 - Fiber - NFY0105GN",11,01/04/2019
327825,sub_sample_food,"Romaine Lettuce, Pass 2, Region 2 , Vitamin E -NFY0105H2",11,01/04/2019
327826,sample_food,"Romaine Lettuce, Region 1, Pure Composite, CY0104V",11,01/04/2019
327827,market_acquisition,"Romaine Lettuce, Region 1, TN2, NFY010292",11,01/04/2019
327828,market_acquisition,"Romaine Lettuce, Region 1, MO2, NFY010294",11,01/04/2019
327829,market_acquisition,"Romaine Lettuce, Region 1, TN2, NFY010296",11,01/04/2019
327830,market_acquisition,"Romaine Lettuce, Region 1, AR1, NFY010297",11,01/04/2019
327831,market_acquisition,"Romaine Lettuce, Region 1, AR1, NFY010298",11,01/04/2019
327832,market_acquisition,"Romaine Lettuce, Region 1, MO2, NFY010299",11,01/04/2019
327833,market_acquisition,"Romaine Lettuce, Region 1, MO2, NFY01029A",11,01/04/2019
327834,sub_sample_food,"Romaine Lettuce, Raw, Region 1, n/a, Yes - Carotenoids - NFY010DG5",11,01/04/2019
327835,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Proximates - NFY0101Q8",11,01/04/2019
327836,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Minerals - NFY0101Q9",11,01/04/2019
327837,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Sugars - NFY0101QA",11,01/04/2019
327838,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Starch - NFY0101QB",11,01/04/2019
327839,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Fiber - NFY0101QF",11,01/04/2019
327840,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Vitamin C - NFY0101QG",11,01/04/2019
327841,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Thiamin - NFY0101QH",11,01/04/2019
327842,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Riboflavin - NFY0101QI",11,01/04/2019
327843,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Riboflavin - NFY0101QJ",11,01/04/2019
327844,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Niacin - NFY0101QN",11,01/04/2019
327845,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Pantothenic Acid - NFY0101QO",11,01/04/2019
327846,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Vitamin B6 - NFY0101QP",11,01/04/2019
327847,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Folate - NFY0101QQ",11,01/04/2019
327848,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Vitamin E - NFY0101QU",11,01/04/2019
327849,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Vitamin K - NFY0101QV",11,01/04/2019
327850,sub_sample_food,"Romaine Lettuce, Region 1, n/a, Yes - Selenium - NFY0101QW",11,01/04/2019
327851,sample_food,"Romaine Lettuce, Region 2, Pure Composite, CY0104W",11,01/04/2019
327852,market_acquisition,"Romaine Lettuce, Region 2, OR/WA3, NFY010291",11,01/04/2019
327853,market_acquisition,"Romaine Lettuce, Region 2, OR/WA3, NFY010293",11,01/04/2019
327854,market_acquisition,"Romaine Lettuce, Region 2, CA1, NFY010295",11,01/04/2019
327855,market_acquisition,"Romaine Lettuce, Region 2, CA1, NFY01029B",11,01/04/2019
327856,market_acquisition,"Romaine Lettuce, Region 2, CA1, NFY01029C",11,01/04/2019
327857,market_acquisition,"Romaine Lettuce, Region 2, OR/WA2, NFY01029Q",11,01/04/2019
327858,market_acquisition,"Romaine Lettuce, Region 2, OR/WA2, NFY01029R",11,01/04/2019
327859,sub_sample_food,"Romaine Lettuce, Raw, Region 2, n/a, Yes - Carotenoids - NFY010DGD",11,01/04/2019
327860,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Proximates - NFY0101R5",11,01/04/2019
327861,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Minerals - NFY0101R6",11,01/04/2019
327862,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Sugars - NFY0101R7",11,01/04/2019
327863,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Starch - NFY0101R8",11,01/04/2019
327864,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Fiber - NFY0101RC",11,01/04/2019
327865,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Vitamin C - NFY0101RD",11,01/04/2019
327866,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Thiamin - NFY0101RE",11,01/04/2019
327867,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Riboflavin - NFY0101RF",11,01/04/2019
327868,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Niacin - NFY0101RK",11,01/04/2019
327869,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Pantothenic Acid - NFY0101RL",11,01/04/2019
327870,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Vitamin B6 - NFY0101RM",11,01/04/2019
327871,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Folate - NFY0101RN",11,01/04/2019
327872,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Amino Acids - NFY0101RR",11,01/04/2019
327873,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Vitamin E - NFY0101RS",11,01/04/2019
327874,sub_sample_food,"Romaine Lettuce, Region 2, n/a, Yes - Vitamin K - NFY0101RT",11,01/04/2019
327875,sample_food,"Romaine Lettuce, Region 3, Pure Composite, CY0104X",11,01/04/2019
327876,market_acquisition,"Romaine Lettuce, Region 3, TX2, NFY0102BA",11,01/04/2019
327877,market_acquisition,"Romaine Lettuce, Region 3, TX2, NFY0102BB",11,01/04/2019
327878,market_acquisition,"Romaine Lettuce, Region 3, IL2, NFY0102BC",11,01/04/2019
327879,market_acquisition,"Romaine Lettuce, Region 3, IL2, NFY0102BD",11,01/04/2019
327880,market_acquisition,"Romaine Lettuce, Region 3, TX3, NFY0102BH",11,01/04/2019
327881,market_acquisition,"Romaine Lettuce, Region 3, TX3, NFY0102BI",11,01/04/2019
327882,sub_sample_food,"Romaine Lettuce, Raw, Region 3, n/a, Yes - Carotenoids - NFY010DGL",11,01/04/2019
327883,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Vitamin E - NFY0101SS",11,01/04/2019
327884,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Vitamin K - NFY0101ST",11,01/04/2019
327885,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Selenium - NFY0101SX",11,01/04/2019
327886,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Vitamin B6 - NFY0101SM",11,01/04/2019
327887,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Folate - NFY0101SN",11,01/04/2019
327888,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Amino Acids - NFY0101SR",11,01/04/2019
327889,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Proximates - NFY0101S5",11,01/04/2019
327890,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Minerals - NFY0101S6",11,01/04/2019
327891,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Sugars - NFY0101S7",11,01/04/2019
327892,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Starch - NFY0101S8",11,01/04/2019
327893,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Fiber - NFY0101SC",11,01/04/2019
327894,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Vitamin C - NFY0101SD",11,01/04/2019
327895,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Thiamin - NFY0101SE",11,01/04/2019
327896,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Riboflavin - NFY0101SF",11,01/04/2019
327897,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Niacin - NFY0101SK",11,01/04/2019
327898,sub_sample_food,"Romaine Lettuce, Region 3, n/a, Yes - Pantothenic Acid - NFY0101SL",11,01/04/2019
327899,sample_food,"Romaine Lettuce, Region 4, Pure Composite, CY0104Y",11,01/04/2019
327900,market_acquisition,"Romaine Lettuce, Region 4, PA4, NFY0102B5",11,01/04/2019
327901,market_acquisition,"Romaine Lettuce, Region 4, PA4, NFY0102B6",11,01/04/2019
327902,market_acquisition,"Romaine Lettuce, Region 4, PA4, NFY0102B7",11,01/04/2019
327903,market_acquisition,"Romaine Lettuce, Region 4, PA2, NFY0102B8",11,01/04/2019
327904,market_acquisition,"Romaine Lettuce, Region 4, PA2, NFY0102B9",11,01/04/2019
327905,market_acquisition,"Romaine Lettuce, Region 4, NY/NJ1, NFY0102BE",11,01/04/2019
327906,market_acquisition,"Romaine Lettuce, Region 4, NY/NJ1, NFY0102BF",11,01/04/2019
327907,sub_sample_food,"Romaine Lettuce, Raw, Region 4, n/a, Yes - Carotenoids - NFY010DGT",11,01/04/2019
327908,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Proximates - NFY0101T5",11,01/04/2019
327909,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Minerals - NFY0101T6",11,01/04/2019
327910,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Sugars - NFY0101T7",11,01/04/2019
327911,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Starch - NFY0101T8",11,01/04/2019
327912,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Fiber - NFY0101TC",11,01/04/2019
327913,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Vitamin C - NFY0101TD",11,01/04/2019
327914,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Thiamin - NFY0101TE",11,01/04/2019
327915,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Riboflavin - NFY0101TF",11,01/04/2019
327916,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Niacin - NFY0101TK",11,01/04/2019
327917,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Pantothenic Acid - NFY0101TL",11,01/04/2019
327918,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Vitamin B6 - NFY0101TM",11,01/04/2019
327919,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Folate - NFY0101TN",11,01/04/2019
327920,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Vitamin E - NFY0101TR",11,01/04/2019
327921,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Vitamin K - NFY0101TS",11,01/04/2019
327922,sub_sample_food,"Romaine Lettuce, Region 4, n/a, Yes - Selenium - NFY0101TX",11,01/04/2019
327923,foundation_food,"Lettuce, cos or romaine, raw",11,01/04/2019
327924,sample_food,"Cheddar cheese, sliced, CRACKER BARREL (NY,NC) - CY120I5",1,01/04/2019
327925,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NY) - NFY120D4A",1,01/04/2019
327926,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NC1) - NFY120D3X",1,01/04/2019
327927,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NC1) - NFY120D3Y",1,01/04/2019
327928,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NC1) - NFY120D3Z",1,01/04/2019
327929,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NY) - NFY120D4B",1,01/04/2019
327930,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NY) - NFY120D4C",1,01/04/2019
327931,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NY) - NFY120D49",1,01/04/2019
327932,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (NC1) - NFY120D40",1,01/04/2019
327933,sub_sample_food,"Minerals, Cheddar cheese, sliced, CRACKER BARREL (NY,NC) - NFY120DA5",1,01/04/2019
327934,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, CRACKER BARREL (NY,NC) - NFY120DA6",1,01/04/2019
327935,sub_sample_food,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (NY,NC) - NFY120DA7",1,01/04/2019
327936,sample_food,"Cheddar cheese, sliced, TILLAMOOK (CO,CA1) - CY120I3",1,01/04/2019
327937,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA1) - NFY120D4X",1,01/04/2019
327938,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA1) - NFY120D50",1,01/04/2019
327939,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CO1) - NFY120D51",1,01/04/2019
327940,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA1) - NFY120D4Z",1,01/04/2019
327941,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CO1) - NFY120D54",1,01/04/2019
327942,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA1) - NFY120D4Y",1,01/04/2019
327943,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CO1) - NFY120D52",1,01/04/2019
327944,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CO1) - NFY120D53",1,01/04/2019
327945,sub_sample_food,"Minerals, Cheddar cheese, sliced, TILLAMOOK (CO,CA1) - NFY120D99",1,01/04/2019
327946,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, TILLAMOOK (CO,CA1) - NFY120D9A",1,01/04/2019
327947,sub_sample_food,"Proximates, Cheddar cheese, sliced, TILLAMOOK (CO,CA1) - NFY120D9B",1,01/04/2019
327948,sample_food,"Cheddar cheese, sliced, CRACKER BARREL (FL,MO) - CY120I7",1,01/04/2019
327949,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MO1) - NFY120D3Q",1,01/04/2019
327950,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (FL) - NFY120D4F",1,01/04/2019
327951,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MO1) - NFY120D3R",1,01/04/2019
327952,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (FL) - NFY120D4G",1,01/04/2019
327953,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MO1) - NFY120D3P",1,01/04/2019
327954,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (FL) - NFY120D4E",1,01/04/2019
327955,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MO1) - NFY120D3S",1,01/04/2019
327956,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (FL) - NFY120D4D",1,01/04/2019
327957,sub_sample_food,"Minerals, Cheddar cheese, sliced, CRACKER BARREL (FL,MO) - NFY120DAV",1,01/04/2019
327958,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, CRACKER BARREL (FL,MO) - NFY120DAW",1,01/04/2019
327959,sub_sample_food,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (FL,MO) - NFY120DAX",1,01/04/2019
327960,sample_food,"Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - CY120I6",1,01/04/2019
327961,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (AL1) - NFY120D3N",1,01/04/2019
327962,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (CT1) - NFY120D47",1,01/04/2019
327963,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (AL1) - NFY120D3L",1,01/04/2019
327964,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (CT1) - NFY120D45",1,01/04/2019
327965,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (AL1) - NFY120D3M",1,01/04/2019
327966,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (CT1) - NFY120D46",1,01/04/2019
327967,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (AL1) - NFY120D3O",1,01/04/2019
327968,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (CT1) - NFY120D48",1,01/04/2019
327969,sub_sample_food,"Minerals, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAF",1,01/04/2019
327970,sub_sample_food,"Niacin, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAG",1,01/04/2019
327971,sub_sample_food,"Riboflavin, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAH",1,01/04/2019
327972,sub_sample_food,"Selenium, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAI",1,01/04/2019
327973,sub_sample_food,"Thiamin, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAJ",1,01/04/2019
327974,sub_sample_food,"Vitamin B6, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAK",1,01/04/2019
327975,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAL",1,01/04/2019
327976,sub_sample_food,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAM",1,01/04/2019
327977,sub_sample_food,"Vitamin B12, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAN",1,01/04/2019
327978,sub_sample_food,"Tocopherols, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAD",1,01/04/2019
327979,sub_sample_food,"Cholesterol, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAE",1,01/04/2019
327980,sample_food,"Cheddar cheese, sliced, CRACKER BARREL (MI) - CY120I8",1,01/04/2019
327981,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MI1) - NFY120D3T",1,01/04/2019
327982,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MI1) - NFY120D3V",1,01/04/2019
327983,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MI1) - NFY120D3U",1,01/04/2019
327984,market_acquisition,"Cheddar cheese, sliced, CRACKER BARREL (MI1) - NFY120D3W",1,01/04/2019
327985,sub_sample_food,"Tocopherols, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB3",1,01/04/2019
327986,sub_sample_food,"Cholesterol, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB4",1,01/04/2019
327987,sub_sample_food,"Folate, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB5",1,01/04/2019
327988,sub_sample_food,"Minerals, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB6",1,01/04/2019
327989,sub_sample_food,"Niacin, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB7",1,01/04/2019
327990,sub_sample_food,"Riboflavin, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB8",1,01/04/2019
327991,sub_sample_food,"Selenium, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB9",1,01/04/2019
327992,sub_sample_food,"Thiamin, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBA",1,01/04/2019
327993,sub_sample_food,"Vitamin B6, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBB",1,01/04/2019
327994,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBC",1,01/04/2019
327995,sub_sample_food,"Pantothenic Acid, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBD",1,01/04/2019
327996,sub_sample_food,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBE",1,01/04/2019
327997,sub_sample_food,"Vitamin B12, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBF",1,01/04/2019
327998,sample_food,"Cheddar cheese, sliced, SARGENTO SHARP  (NY) - CY120I9",1,01/04/2019
327999,market_acquisition,"Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120D5M",1,01/04/2019
328000,market_acquisition,"Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120D5L",1,01/04/2019
328001,market_acquisition,"Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120D5N",1,01/04/2019
328002,market_acquisition,"Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120D5P",1,01/04/2019
328003,market_acquisition,"Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120D5O",1,01/04/2019
328004,sub_sample_food,"Minerals, Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120DBN",1,01/04/2019
328005,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120DBO",1,01/04/2019
328006,sub_sample_food,"Proximates, Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120DBP",1,01/04/2019
328007,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120DBR",1,01/04/2019
328008,sample_food,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2,IN) - CY120IB",1,01/04/2019
328009,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2) - NFY120D3C",1,01/04/2019
328010,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (IN1) - NFY120D3K",1,01/04/2019
328011,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2) - NFY120D39",1,01/04/2019
328012,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (IN1) - NFY120D3H",1,01/04/2019
328013,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2) - NFY120D3A",1,01/04/2019
328014,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2) - NFY120D3B",1,01/04/2019
328015,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (IN1) - NFY120D3I",1,01/04/2019
328016,market_acquisition,"Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (IN1) - NFY120D3J",1,01/04/2019
328017,sub_sample_food,"Minerals, Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2,IN) - NFY120DCI",1,01/04/2019
328018,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2,IN) - NFY120DCJ",1,01/04/2019
328019,sub_sample_food,"Proximates, Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2,IN) - NFY120DCK",1,01/04/2019
328020,sample_food,"Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - CY120I4",1,01/04/2019
328021,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA2) - NFY120D4R",1,01/04/2019
328022,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (IN1) - NFY120D5D",1,01/04/2019
328023,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA2) - NFY120D4S",1,01/04/2019
328024,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (IN1) - NFY120D5E",1,01/04/2019
328025,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (IN1) - NFY120D5F",1,01/04/2019
328026,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA2) - NFY120D4P",1,01/04/2019
328027,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (CA2) - NFY120D4Q",1,01/04/2019
328028,market_acquisition,"Cheddar cheese, sliced, TILLAMOOK (IN1) - NFY120D5G",1,01/04/2019
328029,sub_sample_food,"Retinol, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9H",1,01/04/2019
328030,sub_sample_food,"Tocopherols, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9I",1,01/04/2019
328031,sub_sample_food,"Cholesterol, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9J",1,01/04/2019
328032,sub_sample_food,"Folate, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9K",1,01/04/2019
328033,sub_sample_food,"Minerals, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9L",1,01/04/2019
328034,sub_sample_food,"Niacin, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9M",1,01/04/2019
328035,sub_sample_food,"Riboflavin, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9N",1,01/04/2019
328036,sub_sample_food,"Selenium, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9O",1,01/04/2019
328037,sub_sample_food,"Sugars, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9P",1,01/04/2019
328038,sub_sample_food,"Thiamin, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9Q",1,01/04/2019
328039,sub_sample_food,"Vitamin B6, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9R",1,01/04/2019
328040,sub_sample_food,"Fatty Acids, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9S",1,01/04/2019
328041,sub_sample_food,"Pantothenic Acid, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9T",1,01/04/2019
328042,sub_sample_food,"Proximates, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9U",1,01/04/2019
328043,sub_sample_food,"Vitamin B12, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9V",1,01/04/2019
328044,sub_sample_food,"Vitamin K, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9W",1,01/04/2019
328045,sample_food,"Cheddar cheese, sliced, storebrand, KROGER (IN,MI) - CY120ID",1,01/04/2019
328046,market_acquisition,"Cheddar cheese, sliced, storebrand, KROGER MILD CHEDDAR ALL NATURAL (IN1) - NFY120D11",1,01/04/2019
328047,market_acquisition,"Cheddar cheese, sliced, storebrand, KROGER MILD CHEDDAR ALL NATURAL (IN1) - NFY120D12",1,01/04/2019
