fdc_id,data_type,description,food_category_id,publication_date
2259163,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259164,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259165,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259166,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259167,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259168,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259169,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259170,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259171,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259172,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259173,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259174,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259175,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259176,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259177,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259178,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259179,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259180,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259181,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259182,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259183,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259184,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259185,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259186,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259187,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259188,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259189,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259190,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259191,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259192,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259193,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259194,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259195,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259196,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259197,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259198,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259199,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259200,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259201,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259202,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259203,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259204,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259205,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259206,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259207,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259208,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259209,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259210,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259211,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259212,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259213,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259214,sub_sample_food,"carrots, baby, raw, peeled",11,28/04/2022
2259215,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259216,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259217,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259218,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259219,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259220,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259221,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259222,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259223,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259224,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259225,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259226,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259227,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259228,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259229,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259230,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259231,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259232,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259233,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259234,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259235,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259236,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259237,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259238,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259239,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259240,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259241,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259242,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259243,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259244,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259245,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259246,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259247,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259248,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259249,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259250,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259251,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259252,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259253,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259254,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259255,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259256,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259257,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259258,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259259,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259260,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259261,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259262,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259263,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259264,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259265,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259266,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259267,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259268,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259269,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259270,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259271,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259272,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259273,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259274,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259275,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259276,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259277,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259278,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259279,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259280,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259281,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259282,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259283,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259284,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259285,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259286,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259287,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259288,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259289,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259290,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259291,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259292,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259293,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259294,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259295,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259296,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259297,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259298,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259299,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259300,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259301,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259302,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259303,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259304,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259305,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259306,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259307,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259308,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259309,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259310,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259311,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259312,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259313,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259314,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259315,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259316,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259317,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259318,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259319,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259320,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259321,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259322,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259323,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259324,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259325,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259326,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259327,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259328,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259329,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259330,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259331,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259332,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259333,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259334,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259335,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259336,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259337,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259338,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259339,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259340,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259341,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259342,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259343,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259344,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259345,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259346,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259347,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259348,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259349,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259350,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259351,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259352,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259353,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259354,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259355,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259356,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259357,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259358,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259359,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259360,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259361,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259362,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259363,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259364,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259365,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259366,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259367,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259368,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259369,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259370,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259371,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259372,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259373,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259374,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259375,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259376,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259377,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259378,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259379,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259380,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259381,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259382,sub_sample_food,"carrots, mature, raw",11,28/04/2022
2259383,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259384,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259385,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259386,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259387,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259388,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259389,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259390,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259391,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259392,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259393,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259394,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259395,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259396,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259397,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259398,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259399,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259400,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259401,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259402,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259403,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259404,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259405,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259406,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259407,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259408,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259409,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259410,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259411,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259412,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259413,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259414,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259415,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259416,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259417,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259418,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259419,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259420,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259421,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259422,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259423,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259424,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259425,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259426,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259427,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259428,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259429,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259430,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259431,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259432,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259433,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259434,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259435,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259436,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259437,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259438,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259439,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259440,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259441,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259442,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259443,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259444,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259445,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259446,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259447,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259448,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259449,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259450,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259451,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259452,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259453,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259454,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259455,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259456,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259457,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259458,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259459,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259460,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259461,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259462,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259463,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259464,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259465,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259466,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259467,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259468,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259469,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259470,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259471,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259472,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259473,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259474,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259475,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259476,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259477,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259478,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259479,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259480,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259481,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259482,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259483,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259484,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259485,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259486,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259487,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259488,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259489,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259490,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259491,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259492,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259493,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259494,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259495,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259496,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259497,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259498,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259499,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259500,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259501,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259502,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259503,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259504,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259505,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259506,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259507,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259508,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259509,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259510,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259511,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259512,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259513,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259514,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259515,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259516,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259517,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259518,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259519,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259520,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259521,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259522,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259523,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259524,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259525,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259526,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259527,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259528,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259529,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259530,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259531,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259532,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259533,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259534,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259535,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259536,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259537,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259538,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259539,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259540,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259541,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259542,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259543,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259544,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259545,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259546,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259547,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259548,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259549,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259550,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259551,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259552,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259553,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259554,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259555,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259556,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259557,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259558,sub_sample_food,"peppers, bell, yellow, raw",11,28/04/2022
2259559,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259560,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259561,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259562,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259563,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259564,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259565,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259566,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259567,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259568,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
2259569,sub_sample_food,"peppers, bell, orange, raw",11,28/04/2022
